0,1,0,170,0,3897,1732
0,0,1,445,2,7662,1559
1,1,0,1140,2,13882,-2080
0,1,0,325,1,6218,-1559
0,0,0,285,1,13302,1732
0,0,0,145,0,3873,-1559
1,0,0,930,1,11087,1732
1,0,1,1265,1,22270,1732
1,0,1,1530,1,11087,1732
0,0,0,470,1,8625,2080
0,1,0,795,1,8907,2080
0,0,0,155,'A',4174,1559
0,0,0,135,'B',4667,1355
1,0,0,730,1,9663,1559
0,0,0,155,'C',4804,1559
0,1,0,1595,2,14011,2080
0,0,1,270,1,5830,2080
1,0,0,1355,1,10262,2080
0,0,0,1380,2,13381,2080
1,0,0,1235,1,12898,2080
0,0,0,310,1,19495,2080
0,0,0,920,1,6955,1732
0,0,1,170,0,3943,1743
0,0,0,175,0,4823,1743
1,0,0,800,1,7757,1559
1,1,0,910,2,13292,2080
0,1,0,345,1,8238,2080
0,0,1,355,1,7682,2080
0,0,0,170,0,4668,1743
0,1,1,135,0,3687,1355
0,0,1,135,0,3687,1355
0,0,0,805,2,13227,1559
0,1,1,170,0,4423,1743
1,1,0,1320,2,10919,2080
1,1,1,330,1,12373,2080
0,0,0,625,1,5894,2080
0,0,0,315,1,4649,1559
0,1,0,150,0,6245,1559
1,0,1,375,1,19225,1732
1,0,1,715,1,14924,2080
0,0,1,665,1,9646,2080
0,0,1,510,1,8714,1732
1,1,0,1325,1,12373,2080
0,0,0,165,0,3383,1743
0,0,0,720,1,13062,2080
0,1,1,170,0,3527,1732
0,0,1,170,0,3943,1743
0,0,0,135,0,4667,1355
0,0,0,965,1,6117,1559
1,0,1,1195,2,11150,2080
1,1,0,195,0,7202,2080
1,0,0,1520,1,12121,1559
0,1,0,170,0,4377,1732
0,0,0,180,0,3943,1743
0,0,1,170,0,4483,1743
1,1,0,975,1,14231,1559
0,0,1,905,2,17345,1732
0,0,1,135,0,7414,1355
0,0,0,390,1,8073,2080
0,0,0,1505,1,12395,622
0,0,0,745,1,8366,1559
0,0,1,1640,1,5117,2080
0,0,1,615,1,12524,2080
0,0,0,630,1,7191,2080
0,0,1,135,0,3687,1355
0,0,0,625,1,5894,2080
0,0,0,170,0,5403,1743
0,0,0,90,0,3625,622
0,0,1,800,2,10861,2080
0,0,0,135,0,6297,1355
1,1,1,85,0,5678,622
1,1,1,1590,1,9134,1732
0,0,0,440,1,10791,2080
1,0,1,810,2,12819,2080
0,0,1,300,1,6893,2080
0,1,0,165,0,7240,1732
0,0,0,170,0,3898,1743
0,0,1,90,0,4049,622
1,1,0,1145,1,10262,2080
0,0,1,135,0,3332,1355
1,1,0,890,1,10844,1559
1,1,0,160,0,7229,1732
1,0,1,1330,1,13941,1559
0,0,0,575,1,5894,2080
0,1,0,600,1,10197,2080
1,0,0,1280,1,13712,1732
0,0,1,325,1,5636,2080
1,0,0,1125,2,13014,2080
1,0,1,740,1,7064,1559
1,0,0,1080,1,10703,1559
0,0,0,555,1,9646,2080
0,0,1,665,1,17057,2080
1,0,0,1050,1,13817,1732
0,0,1,800,2,13748,2080
0,1,0,155,0,4880,1559
0,0,1,145,0,3540,1355
0,0,1,160,0,3257,1743
1,0,0,180,0,6478,1743
1,0,1,85,0,8040,622
1,0,0,995,2,14300,2080
1,0,1,740,1,14781,1559
1,1,0,735,1,14939,1559
1,0,0,450,1,10262,2080
0,1,0,1440,1,6528,1559
0,0,1,165,0,6121,1743
1,1,0,535,2,13029,2080
0,0,0,430,1,11421,2080
0,0,1,870,1,7574,2080
0,0,0,1820,2,11596,2080
1,0,1,1195,2,15129,2080
1,0,0,900,1,13555,1732
0,0,0,175,0,5780,1743
0,1,0,765,1,9397,1559
1,0,0,610,1,17024,2080
0,0,1,355,1,5281,2080
0,1,1,925,1,10348,2080
0,0,0,965,1,12677,2080
0,1,0,610,1,15147,2080
0,0,1,160,0,4668,1743
1,0,1,715,1,15554,2080
0,0,1,160,0,3971,1743
0,0,0,85,0,3100,622
1,0,0,845,1,9663,1559
0,0,1,1215,1,27430,2080
0,1,1,145,0,3540,1355
0,0,0,1390,2,10676,1559
1,0,0,1090,1,13044,1559
1,0,0,960,1,14388,1559
0,0,1,170,0,3943,1743
0,0,0,140,0,3597,1355
0,0,0,480,1,5932,1732
1,1,0,1015,1,10262,2080
0,1,0,190,0,6216,2080
0,1,0,165,0,4804,1559
0,0,0,840,1,14067,2080
1,1,0,1430,2,15129,2080
1,0,1,1300,2,13376,2080
0,0,0,1275,2,10441,2080
1,0,1,165,0,4030,1743
1,1,1,650,1,17024,2080
0,0,0,480,1,13017,2080
0,0,1,495,1,6686,1559
0,1,1,325,1,5636,2080
0,1,1,515,1,6442,2080
0,0,0,710,1,9486,2080
1,0,0,1655,1,10844,1559
1,0,0,505,2,15318,2080
0,0,0,1255,1,5117,2080
0,0,0,290,1,6147,2080
0,1,0,490,1,7005,2080
0,0,0,140,0,3873,1559
1,0,0,1465,2,9270,2080
0,0,0,170,0,3898,1743
1,1,1,740,1,14781,1559
1,0,0,735,1,8586,1559
0,0,1,1415,2,10697,1559
1,0,0,995,2,14300,2080
0,1,0,170,0,8855,1732
1,1,0,1545,1,10844,1559
1,0,1,1570,1,17024,2080
1,0,0,1730,1,9314,1559
0,1,1,165,0,4777,1732
0,1,0,1515,1,7662,1559
0,0,1,560,1,6442,2080
0,0,1,270,1,5264,2080
1,0,0,925,1,12898,2080
0,1,0,90,0,6092,622
0,0,1,160,0,3311,1743
1,0,0,550,1,6540,2080
0,0,1,165,0,3419,1743
1,0,0,1355,1,5177,2080
0,0,0,185,0,8246,2080
1,1,0,690,1,14676,1559
0,0,0,570,1,13587,2080
1,0,0,730,1,9663,1559
1,0,0,1055,1,13044,1559
0,0,0,305,1,5073,2080
0,0,0,1550,1,9345,1559
1,0,0,1200,1,9663,1559
0,0,1,780,1,14277,2080
1,1,0,1105,1,10262,2080
1,0,0,90,0,5678,622
0,0,0,570,1,13727,2080
1,0,0,960,1,9663,1559
0,1,0,140,0,3858,1355
0,0,1,270,1,4812,2080
0,0,0,345,1,5775,2080
1,0,0,1450,1,10539,1559
0,0,0,155,0,4804,1559
0,0,0,165,0,3383,1743
0,1,0,295,1,8738,1732
0,0,1,1535,1,7165,2080
0,0,0,380,1,6412,2080
1,0,0,185,0,8016,1743
1,0,0,1120,1,11087,1732
0,0,0,135,0,3543,1355
1,0,0,730,1,12471,1559
1,0,0,1165,1,10262,2080
0,0,0,170,0,4441,1732
0,0,1,505,1,12537,2080
0,1,0,555,1,10091,1559
0,0,0,170,0,6961,1743
0,0,1,195,0,5013,2080
0,1,1,170,0,6934,2080
0,0,1,740,1,10877,2080
1,0,0,175,0,7229,1743
0,0,0,575,1,7048,2080
0,0,0,155,0,4878,1743
1,0,0,570,1,10844,1559
1,1,1,1760,2,15129,2080
0,1,1,175,0,3943,1743
0,0,1,315,1,5583,2080
